cowcode,country,year,syst,systid,systyear,evnt,evntid,evntyear,evnttype,doctit,model,model_comments,docs,tranprov,preamble,rightsw,rightsw_comments,colony,colrule,indcon,indcon_comments,region,region_comments,regions,regions_comments,prevcond,prevcond_comments,truthcom,prevlead,democ,demonum,oath,oath_comments,socialsm,market,market_comments,forinves,fortrad,fortrad_comments,dignity,god,figures,figures_comments,solid,overthrw,terr,capital,capital_comments,anthem,flag,motto,motto_comments,amend,unamend,amndprop_1,amndprop_2,amndprop_3,amndprop_4,amndprop_5,amndprop_6,amndprop_7,amndprop_8,amndprop_9,amndprop_10,amndprop_96,amndprop_97,amndprop_98,amndappr_1,amndappr_2,amndappr_3,amndappr_4,amndappr_5,amndappr_6,amndappr_7,amndappr_8,amndappr_96,amndappr_97,amndappr_98,amndamaj,amndapct,execindp,execnum,hoshog,hosid,hogid,hosname,hoselect,hoselsys,hosterm,hosterml,hosage,hosrest_1,hosrest_2,hosrest_3,hosrest_4,hosrest_5,hosrest_6,hosrest_7,hosrest_8,hosrest_9,hosrest_10,hosrest_11,hosrest_90,hosrest_96,hosrest_97,hosrest_98,hosrest_comments,hosdiss,hosdcond_1,hosdcond_2,hosdcond_3,hosdcond_4,hosdcond_5,hosdcond_90,hosdcond_96,hosdcond_97,hosdcond_98,hospdiss_1,hospdiss_2,hospdiss_3,hospdiss_4,hospdiss_5,hospdiss_6,hospdiss_7,hospdiss_8,hospdiss_9,hospdiss_10,hospdiss_90,hospdiss_96,hospdiss_97,hospdiss_98,hosadiss_1,hosadiss_2,hosadiss_3,hosadiss_4,hosadiss_5,hosadiss_6,hosadiss_7,hosadiss_8,hosadiss_9,hosadiss_10,hosadiss_90,hosadiss_96,hosadiss_97,hosadiss_98,hossucc,hossucc_comments,hosimm,hosstaff,hosstaff_comments,hosdec,hosdecim,hosdecex,hospard,hogname,hogelect,hogterm,hogterml,hogage,hoglegr,hogrest_1,hogrest_2,hogrest_3,hogrest_4,hogrest_5,hogrest_6,hogrest_7,hogrest_8,hogrest_9,hogrest_10,hogrest_11,hogrest_90,hogrest_96,hogrest_97,hogrest_98,hogrest_comments,hogdiss,hogdcond_1,hogdcond_2,hogdcond_3,hogdcond_4,hogdcond_5,hogdcond_90,hogdcond_96,hogdcond_97,hogdcond_98,hogpdiss_1,hogpdiss_2,hogpdiss_3,hogpdiss_4,hogpdiss_5,hogpdiss_6,hogpdiss_7,hogpdiss_8,hogpdiss_9,hogpdiss_90,hogpdiss_96,hogpdiss_97,hogpdiss_98,hogadiss_1,hogadiss_2,hogadiss_3,hogadiss_4,hogadiss_5,hogadiss_6,hogadiss_7,hogadiss_8,hogadiss_90,hogadiss_96,hogadiss_97,hogadiss_98,hogsucc,hogimm,hogdec,hogdecim,hogdecex,hogpard,depexec,depname,depsel,depnom_1,depnom_2,depnom_3,depnom_4,depnom_5,depnom_6,depnom_7,depnom_90,depnom_96,depnom_97,depnom_98,depapp_1,depapp_2,depapp_3,depapp_4,depapp_5,depapp_6,depapp_7,depapp_90,depapp_96,depapp_97,depapp_98,cabinet,cabappt_1,cabappt_2,cabappt_3,cabappt_4,cabappt_5,cabappt_90,cabappt_96,cabappt_97,cabappt_98,cabappr_1,cabappr_2,cabappr_3,cabappr_4,cabappr_5,cabappr_6,cabappr_7,cabappr_90,cabappr_96,cabappr_97,cabappr_98,cabcoll,cabdiss_1,cabdiss_2,cabdiss_3,cabdiss_4,cabdiss_5,cabdiss_6,cabdiss_7,cabdiss_8,cabdiss_90,cabdiss_96,cabdiss_97,cabdiss_98,cabage,cabrestl,cabrestm_1,cabrestm_2,cabrestm_3,cabrestm_4,cabrestm_5,cabrestm_6,cabrestm_7,cabrestm_8,cabrestm_9,cabrestm_90,cabrestm_96,cabrestm_97,cabrestm_98,cabrestm_comments,atgen,agnom_1,agnom_2,agnom_3,agnom_4,agnom_5,agnom_6,agnom_7,agnom_90,agnom_96,agnom_97,agnom_98,agap_1,agap_2,agap_3,agap_4,agap_5,agap_6,agap_7,agap_90,agap_96,agap_97,agap_98,agterm,agterml,agage,agres_1,agres_2,agres_3,agres_4,agres_5,agres_6,agres_7,agres_8,agres_9,agres_90,agres_96,agres_97,agres_98,agres_comments,em,em_comments,emdecl,emappr_1,emappr_2,emappr_3,emappr_4,emappr_5,emappr_6,emappr_7,emappr_8,emappr_90,emappr_96,emappr_97,emappr_98,emcond_1,emcond_2,emcond_3,emcond_4,emcond_5,emcond_6,emcond_90,emcond_96,emcond_97,emcond_98,emcond_comments,emrights,emother_1,emother_2,emother_3,emother_4,emother_5,emother_90,emother_96,emother_97,emother_98,emother_comments,legisl,housenum,legjoint,lhname,lhlead,lhseats,lhlegis,lhselect_1,lhselect_2,lhselect_3,lhselect_90,lhselect_96,lhselect_97,lhselect_98,lhcohort,lhelsys,lhage,lhrest_1,lhrest_2,lhrest_3,lhrest_4,lhrest_5,lhrest_6,lhrest_7,lhrest_8,lhrest_9,lhrest_90,lhrest_96,lhrest_97,lhrest_98,lhrest_comments,lhterm,lhtrmlim,lhquota,lhquotad_1,lhquotad_2,lhquotad_3,lhquotad_4,lhquotad_5,lhquotad_96,lhquotad_97,lhquotad_98,uhname,uhlead,uhseats,uhlegisl,uhselect_1,uhselect_2,uhselect_3,uhselect_90,uhselect_96,uhselect_97,uhselect_98,uhcohort,uhelsys,uhage,uhrest_1,uhrest_2,uhrest_3,uhrest_4,uhrest_5,uhrest_6,uhrest_7,uhrest_8,uhrest_9,uhrest_90,uhrest_96,uhrest_97,uhrest_98,uhrest_comments,uhterm,uhtrmlim,uhquota,uhquotad_1,uhquotad_2,uhquotad_3,uhquotad_4,uhquotad_5,uhquotad_96,uhquotad_97,uhquotad_98,legdiss,remleg,rempro_1,rempro_2,rempro_3,rempro_4,rempro_5,rempro_6,rempro_7,rempro_90,rempro_96,rempro_97,rempro_98,legrep,legrep_comments,immunity,intexec,invexe,leg_in_1,leg_in_2,leg_in_3,leg_in_4,leg_in_5,leg_in_6,leg_in_7,leg_in_96,leg_in_97,leg_in_98,legsupr,legapp,legappdf,legapppt,override,overwho,overpct,specleg_1,specleg_2,specleg_3,specleg_4,specleg_5,specleg_96,specleg_97,specleg_98,attend,exsess_1,exsess_2,exsess_3,exsess_4,exsess_5,exsess_6,exsess_96,exsess_97,exsess_98,profleg,profleg_comments,assets,income_1,income_2,income_3,income_4,income_5,income_6,income_7,income_8,income_9,income_90,income_96,income_97,income_98,pubmeet,pubmin,recvote,quorum,quorumw,commit,levjud,judcrts_1,judcrts_2,judcrts_3,judcrts_4,judcrts_5,judcrts_6,judcrts_7,judcrts_8,judcrts_9,judcrts_96,judcrts_97,judcrts_98,judind,judprec,judfin,supname,hocop,hocopw_1,hocopw_2,hocopw_3,hocopw_4,hocopw_5,hocopw_96,hocopw_97,hocopw_98,chiefnom_1,chiefnom_2,chiefnom_3,chiefnom_4,chiefnom_5,chiefnom_6,chiefnom_7,chiefnom_90,chiefnom_96,chiefnom_97,chiefnom_98,chiefap_1,chiefap_2,chiefap_3,chiefap_4,chiefap_5,chiefap_6,chiefap_7,chiefap_90,chiefap_96,chiefap_97,chiefap_98,chfterm,chftrmnm,chfage,chfres_1,chfres_2,chfres_3,chfres_4,chfres_5,chfres_6,chfres_7,chfres_8,chfres_9,chfres_10,chfres_11,chfres_90,chfres_96,chfres_97,chfres_98,supnom_1,supnom_2,supnom_3,supnom_4,supnom_5,supnom_6,supnom_7,supnom_90,supnom_96,supnom_97,supnom_98,supap_1,supap_2,supap_3,supap_4,supap_5,supap_6,supap_7,supap_90,supap_96,supap_97,supap_98,supterm,suptermn,supage,supres_1,supres_2,supres_3,supres_4,supres_5,supres_6,supres_7,supres_8,supres_9,supres_10,supres_11,supres_90,supres_96,supres_97,supres_98,ordname,ordnom_1,ordnom_2,ordnom_3,ordnom_4,ordnom_5,ordnom_6,ordnom_7,ordnom_90,ordnom_96,ordnom_97,ordnom_98,ordap_1,ordap_2,ordap_3,ordap_4,ordap_5,ordap_6,ordap_7,ordap_90,ordap_96,ordap_97,ordap_98,ordterm,ordterml,ordage,ordres_1,ordres_2,ordres_3,ordres_4,ordres_5,ordres_6,ordres_7,ordres_8,ordres_9,ordres_10,ordres_11,ordres_90,ordres_96,ordres_97,ordres_98,adnom_1,adnom_2,adnom_3,adnom_4,adnom_5,adnom_6,adnom_7,adnom_90,adnom_96,adnom_97,adnom_98,adap_1,adap_2,adap_3,adap_4,adap_5,adap_6,adap_7,adap_90,adap_96,adap_97,adap_98,adterm,adtermn,adage,adres_1,adres_2,adres_3,adres_4,adres_5,adres_6,adres_7,adres_8,adres_9,adres_10,adres_90,adres_96,adres_97,adres_98,illadmin,connom_1,connom_2,connom_3,connom_4,connom_5,connom_6,connom_7,connom_90,connom_96,connom_97,connom_98,conap_1,conap_2,conap_3,conap_4,conap_5,conap_6,conap_7,conap_90,conap_96,conap_97,conap_98,conrem,conterm,conlim,conage,conres_1,conres_2,conres_3,conres_4,conres_5,conres_6,conres_7,conres_8,conres_9,conres_10,conres_11,conres_90,conres_96,conres_97,conres_98,conpow_1,conpow_2,conpow_3,conpow_4,conpow_5,conpow_6,conpow_7,conpow_8,conpow_90,conpow_96,conpow_97,conpow_98,concop,concopw_1,concopw_2,concopw_3,concopw_4,concopw_5,concopw_90,concopw_96,concopw_97,concopw_98,interp_1,interp_2,interp_3,interp_4,interp_5,interp_6,interp_7,interp_90,interp_96,interp_97,interp_98,unconper,challeg_1,challeg_2,challeg_3,challeg_4,challeg_5,challeg_6,challeg_7,challeg_8,challeg_9,challeg_90,challeg_96,challeg_97,challeg_98,chalstag,amparo,jrem,jremcon_1,jremcon_2,jremcon_3,jremcon_4,jremcon_5,jremcon_90,jremcon_96,jremcon_97,jremcon_98,jrempro_1,jrempro_2,jrempro_3,jrempro_4,jrempro_5,jrempro_6,jrempro_7,jrempro_8,jrempro_9,jrempro_90,jrempro_96,jrempro_97,jrempro_98,jremap_1,jremap_2,jremap_3,jremap_4,jremap_5,jremap_6,jremap_7,jremap_90,jremap_96,jremap_97,jremap_98,judsal,judretir,fedunit,federal_1,federal_2,federal_3,federal_96,federal_97,federal_98,fedsep,fedrev,seccess,access,indpolgr_1,indpolgr_2,indpolgr_3,indpolgr_4,indpolgr_5,indpolgr_6,indpolgr_7,indpolgr_90,indpolgr_96,indpolgr_97,indpolgr_98,indcit,part,partrght,partprf,partprh,partunco_1,partunco_2,partunco_3,partunco_4,partunco_5,partunco_6,partunco_90,partunco_96,partunco_97,partunco_98,initiat,initiatp_1,initiatp_2,initiatp_3,initiatp_90,initiatp_96,initiatp_97,initiatp_98,referen,referen_comments,referenp_1,referenp_2,referenp_3,referenp_4,referenp_5,referenp_6,referenp_7,referenp_8,referenp_9,referenp_90,referenp_96,referenp_97,referenp_98,voteres,votemin,votelim_1,votelim_2,votelim_3,votelim_4,votelim_5,votelim_6,votelim_7,votelim_8,votelim_9,votelim_10,votelim_11,votelim_12,votelim_13,votelim_14,votelim_15,votelim_90,votelim_96,votelim_97,votelim_98,votelim_comments,voteun,oversght,ecnom_1,ecnom_2,ecnom_3,ecnom_4,ecnom_5,ecnom_6,ecnom_7,ecnom_90,ecnom_96,ecnom_97,ecnom_98,ecap_1,ecap_2,ecap_3,ecap_4,ecap_5,ecap_6,ecap_7,ecap_90,ecap_96,ecap_97,ecap_98,ecterm,ecterml,ecage,ecres_1,ecres_2,ecres_3,ecres_4,ecres_5,ecres_6,ecres_7,ecres_8,ecres_9,ecres_90,ecres_96,ecres_97,ecres_98,compvote,freeelec,electsch,electsch_comments,camppubf,electfin,electsam,census,census_comments,ombuds,bank,bankgoal,medcom,jc,cc,civil,hr,exinst,exinst1,intlaw,custlaw,custlaw2,intorgs,headforn,war_1,war_2,war_3,war_4,war_5,war_6,war_7,war_8,war_90,war_96,war_97,war_98,warap,treat,treatini_1,treatini_2,treatini_3,treatini_4,treatini_5,treatini_6,treatini_90,treatini_96,treatini_97,treatini_98,treatap_1,treatap_2,treatap_3,treatap_4,treatap_5,treatap_6,treatap_90,treatap_96,treatap_97,treatap_98,treatrvw,treatst,provwork,provwork_comments,provhlth,cultrght,buildsoc,taxes,milserv,work,prtyduty,tradeun,jury,grjury,vicright,excrim,evidence,prerel,habcorp,wolaw,rghtapp,prisonrg,cappun,corppun,dueproc,examwit,expost,falseimp,fairtri,speedtri,pubtri,presinoc,trilang,juvenile,doubjep,miranda,couns,counscos,debtors,bankrupt,nat,natcit,citrev_1,citrev_2,citrev_3,citrev_4,citrev_90,citrev_96,citrev_97,citrev_98,citren,citdep,resenex,rulelaw,equal,equalgr_1,equalgr_2,equalgr_3,equalgr_4,equalgr_5,equalgr_6,equalgr_7,equalgr_8,equalgr_9,equalgr_10,equalgr_11,equalgr_12,equalgr_13,equalgr_14,equalgr_15,equalgr_16,equalgr_90,equalgr_96,equalgr_97,equalgr_98,rightres_1,rightres_2,rightres_3,rightres_4,rightres_5,rightres_6,rightres_7,rightres_8,rightres_90,rightres_96,rightres_97,rightres_98,binding,binding_comments,infoacc,infoaccw,libel,offrel,offrelw,freerel,rellaw_1,rellaw_2,rellaw_3,rellaw_90,rellaw_96,rellaw_97,rellaw_98,rellawv,seprel,reltax,exprop,exprcomp,expcond_1,expcond_2,expcond_3,expcond_4,expcond_5,expcond_6,expcond_7,expcond_90,expcond_96,expcond_97,expcond_98,explim_1,explim_2,explim_3,explim_4,explim_90,explim_96,explim_97,explim_98,socecon,remuner,jointrde,strike,leisure,standliv,standliv_comments,transfer,testate,inherit,intprop_1,intprop_2,intprop_3,intprop_4,intprop_90,intprop_96,intprop_97,intprop_98,busines,conright,socsec,finsup_1,finsup_2,finsup_3,finsup_4,finsup_90,finsup_96,finsup_97,finsup_98,finsup_comments,proprght,freecomp,scifree,occupate,safework,childwrk,shelter,marriage,marriage_comments,samesexm,fndfam,matequal,childpro,civmar,selfdet,healthr,healthf,life,slave,torture,cruelty,privacy,freemove,opinion,express,petition,censor,press,intrght_1,intrght_2,intrght_3,intrght_4,intrght_5,intrght_6,intrght_7,intrght_8,intrght_9,intrght_96,intrght_97,intrght_98,intrght_comments,assem,assoc,inalrght,inalrght_comments,devlpers,nomil,asylum,arms,env,envref_1,envref_2,envref_3,envref_4,envref_90,envref_96,envref_97,envref_98,envpart_1,envpart_2,envpart_3,envpart_4,envpart_5,envpart_6,envpart_7,envpart_8,envpart_9,envpart_10,envpart_11,envpart_12,envpart_13,envpart_90,envpart_96,envpart_97,envpart_98,resrce,resrces_1,resrces_2,resrces_3,resrces_4,resrces_5,resrces_6,resrces_7,resrces_8,resrces_9,resrces_10,resrces_90,resrces_96,resrces_97,resrces_98,artists,artspec_1,artspec_2,artspec_3,artspec_90,artspec_96,artspec_97,artspec_98,science,telecom,radio,tv,govmed,medmark_1,medmark_2,medmark_3,medmark_4,medmark_5,medmark_6,medmark_7,medmark_90,medmark_96,medmark_97,medmark_98,military,comchief,comchief_comments,terror,econplan,ethincl,opgroup,lang,langoffw,langnatw,langprot,educate,edcomp,edcompl,edfree,edfreel,acfree,achighed
58,"Antigua  and Barbuda",2013,1,84,1981,1,27,1981,current-event,1,3,,1,1,1,2,,98,98,2,,2,,99,,2,,2,3,1,11,1,"governor-general; ombudsman; ministers; parliamentary secretaries; members of public service commission; members of parliament take oath of allegiance not mentioning constitution",2,2,,2,2,,1,1,2,,2,2,2,2,,2,2,2,,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,99,2,3,99,2,2,governor-general,1,99,100,98,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,,98,98,,98,99,99,1,2,4,0,98,21,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,"1 year resident; english literacy; not insane; not bankrupt; not under death sentence or sentenced to 1 year; or in past 10 years guilty of theft, fraud or dishonest crime; no election fraud; no other public office; not religious minister",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,98,98,99,99,2,1,"deputy governor-general",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,1,0,0,1,0,0,1,0,0,"english fluency; must be 1 year resident; not bankrupt; not insane; not under death sentence or >12 month sentence; doesnt hold other public office; no conviction of dishonest crime in 10 years; no religious ministers",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,98,98,0,0,0,0,1,0,0,0,0,0,1,0,0,"must be lawyer entitled to practice in Antigua and Barbuda",1,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,,1,0,0,0,0,0,0,0,0,0,,1,3,98,"house of represantatives",2,0,1,0,0,1,0,0,0,0,98,4,21,0,0,0,0,1,0,0,1,0,0,1,0,0,"must be 12 month resident; English fluency; no foreign obedience; not senator; not bankrupt; not sentenced to death or >1 year or convicted of dishonest crime in past 10 years; no other public office; no election fraud; no religious minister",5,98,2,99,99,99,99,99,99,99,99,senate,2,17,1,1,0,0,0,0,0,0,99,99,21,0,0,0,0,1,0,0,1,0,0,1,0,0,"must be 12 month resident; English fluency; no foreign obedience; not senator; not bankrupt; not sentenced to death or >1 year or convicted of dishonest crime in past 10 years; no other public office; no election fraud; no religious minister",5,98,2,99,99,99,99,99,99,99,99,1,1,0,1,0,0,0,0,0,0,0,0,0,96,"house members are elected in a by-election; senators are appointed by governor-general in accordance with the advice of the body that advised on original senator",98,4,98,0,0,0,0,0,0,0,0,0,1,1,1,4,98,98,99,99,0,1,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,1,98,98,98,1,"6 members",1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,98,1,"court of appeal",2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,99,99,99,99,99,99,99,99,99,0,1,0,0,0,0,0,0,0,0,0,98,0,0,1,1,1,0,0,1,1,0,0,0,0,98,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,4,3,1,0,0,0,0,0,98,2,98,2,99,99,99,99,99,99,99,99,99,99,99,99,1,98,4,4,99,99,99,99,99,99,99,99,99,99,2,99,99,99,99,99,99,99,2,"referenda are part of the amending process",99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,98,,2,2,3,2,,1,2,99,2,1,2,2,2,1,"public service commission; police service commission",1,2,99,1,98,0,0,0,0,0,0,0,0,0,0,0,1,98,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,98,2,3,98,2,2,1,1,1,1,1,1,1,2,1,1,1,98,2,2,2,1,0,1,0,0,0,0,0,0,1,2,4,2,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,,2,99,1,98,99,1,0,0,0,0,0,0,1,2,2,98,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,2,96,"belief in an adequqte means of livelihood for all",2,2,2,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,1,,1,2,2,2,2,2,2,3,,2,2,2,2,#NULL!,2,2,99,1,1,1,1,2,1,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,2,,2,2,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,1,0,0,0,0,0,2,2,1,1,98,0,0,0,0,0,0,0,0,0,0,1,1,98,,2,2,2,2,5,99,99,2,1,2,99,2,99,2,3
31,Bahamas,2013,1,6,1973,3,69,2002,current-event,1,3,,1,1,1,2,,98,98,1,,2,,99,,2,,2,3,1,7,1,"governor general; members of parliament; ministers; judges",2,2,,4,2,,2,1,2,,2,2,2,2,,2,2,2,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,2,3,99,2,2,"governor general",4,99,0,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,,98,98,,98,99,99,1,2,4,0,98,21,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,"resided for 1 year; cannot be voluntary citizen of another country; cannot be declared insane or unsound of mind; not declared bankrupt; cannot hold office involving monitoring of elections; cannot be in a contract with government",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,90,98,99,99,2,1,"deputy governor general",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,98,21,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,,1,3,98,"house of assembly",2,38,1,0,0,1,0,0,0,0,98,4,21,0,0,0,0,1,0,0,0,0,0,1,0,0,"1 year residency; cannot have other citizenship; not proclaimed adherence to other country; not disqualified by law; not declared bankrupt; not incapacitated; not under death sentence; no contractual conflict of interests",98,98,2,99,99,99,99,99,99,99,99,senate,2,16,1,1,0,0,0,0,0,0,99,99,30,0,0,0,0,1,0,0,0,0,0,1,0,0,"1 year residency; cannot have other citizenship; not proclaimed adherence to other country; not disqualified by law; not declared bankrupt; not incapacitated; not under death sentence; no contractual conflict of interests",0,98,2,99,99,99,99,99,99,99,99,1,1,0,0,1,1,1,0,0,0,0,0,0,6,"house of assembly members",90,4,98,0,0,0,0,1,1,0,0,0,0,98,1,4,98,98,99,99,0,1,1,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,90,,2,0,0,0,0,0,0,0,0,0,0,0,0,1,98,98,98,1,"6 senators; 10 deputies in the house or number determined by governor",2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,98,98,"supreme court",2,99,99,99,99,99,99,99,99,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98,98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"supreme court",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,98,98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,1,98,0,0,0,0,0,0,0,0,0,0,0,0,1,98,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,98,0,0,0,0,0,1,99,99,98,2,99,99,99,99,99,99,99,99,99,99,99,99,1,1,4,4,99,99,99,99,99,99,99,99,99,99,2,99,99,99,99,99,99,99,2,,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,98,,2,2,3,2,,2,2,99,2,1,2,2,2,1,"public service commission; police service commission; teaching service commission",1,2,99,1,98,0,0,0,0,0,0,0,0,0,0,0,1,98,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,3,98,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,0,0,0,0,0,0,0,1,2,4,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,,2,99,2,98,99,1,0,0,0,0,0,0,1,2,2,98,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,2,2,,2,2,2,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,1,,2,2,2,2,2,2,2,3,,2,2,2,2,2,2,2,99,1,2,1,1,2,1,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,2,,2,2,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,99,99,99,99,99,2,2,1,1,98,0,0,0,0,0,0,0,0,0,0,1,1,98,,2,2,2,2,5,99,99,2,1,2,99,2,99,2,3
